tframe,y,x,track_no
205,1084,1184,1
206,1084,1184,1
207,1085,1184,1
208,1085,1185,1
209,1084,1186,1
210,1084,1186,1
211,1084,1184,1
212,1085,1186,1
213,1085,1186,1
214,1085,1184,1
215,1085,1184,1
216,1085,1187,1
217,1085,1185,1
218,1085,1185,1
219,1085,1185,1
220,1085,1185,1
221,1086,1185,1
222,1085,1185,1
223,1084,1185,1
224,1085,1185,1
225,1085,1184,1
226,1085,1184,1
227,1085,1184,1
228,1085,1185,1
229,1085,1185,1
230,1085,1185,1
231,1085,1185,1
232,1085,1185,1
233,1085,1185,1
234,1085,1185,1
235,1085,1184,1
236,1085,1184,1
237,1084,1184,1
238,1085,1185,1
239,1085,1184,1
240,1084,1185,1
241,1085,1184,1
242,1085,1184,1
243,1085,1186,1
244,1085,1186,1
245,1085,1186,1
246,1085,1186,1
247,1085,1184,1
248,1085,1185,1
249,1085,1184,1
250,1085,1184,1
251,1085,1184,1
252,1085,1183,1
253,1085,1184,1
254,1085,1186,1
255,1085,1185,1
256,1084,1185,1
257,1084,1185,1
258,1084,1184,1
259,1085,1184,1
260,1085,1185,1
261,1085,1185,1
262,1085,1185,1
263,1085,1185,1
264,1085,1185,1
265,1085,1184,1
266,1085,1186,1
267,1085,1185,1
268,1085,1185,1
269,1085,1184,1
270,1085,1184,1
271,1085,1183,1
272,1085,1183,1
273,1085,1184,1
274,1085,1184,1
275,1085,1184,1
276,1085,1185,1
277,1084,1184,1
278,1085,1184,1
279,1085,1184,1
280,1085,1184,1
281,1085,1184,1
282,1085,1184,1
283,1084,1185,1
284,1085,1184,1
285,1085,1184,1
286,1085,1183,1
287,1085,1184,1
288,1085,1184,1
289,1085,1184,1
290,1084,1184,1
291,1084,1186,1
292,1085,1185,1
293,1085,1185,1
294,1084,1185,1
295,1084,1185,1
296,1085,1185,1
297,1085,1184,1
298,1085,1184,1
299,1085,1185,1
300,1084,1184,1
301,1084,1184,1
302,1084,1184,1
303,1084,1184,1
304,1084,1184,1
305,1085,1184,1
306,1084,1184,1
307,1084,1184,1
308,1085,1184,1
309,1085,1184,1
310,1085,1185,1
311,1085,1185,1
312,1085,1185,1
313,1085,1185,1
314,1085,1184,1
315,1085,1185,1
316,1085,1185,1
317,1084,1186,1
318,1085,1193,1
319,1085,1193,1
320,1085,1189,1
321,1085,1188,1
322,1085,1187,1
323,1085,1186,1
324,1085,1185,1
325,1085,1184,1
326,1085,1184,1
327,1085,1183,1
328,1085,1183,1
329,1084,1182,1
330,1084,1182,1
331,1084,1182,1
332,1084,1182,1
333,1084,1182,1
334,1084,1183,1
335,1085,1182,1
336,1084,1182,1
337,1083,1182,1
338,1083,1183,1
339,1084,1182,1
340,1083,1183,1
341,1082,1183,1
342,1083,1183,1
343,1083,1184,1
344,1083,1184,1
345,1083,1185,1
346,1083,1184,1
347,1083,1184,1
348,1084,1184,1
349,1084,1184,1
350,1084,1184,1
351,1084,1184,1
352,1084,1184,1
353,1084,1184,1
354,1084,1184,1
355,1084,1184,1
356,1084,1185,1
357,1084,1185,1
358,1084,1185,1
359,1085,1197,1
360,1084,1195,1
361,1084,1195,1
362,1084,1197,1
363,1084,1195,1
364,1084,1198,1
365,1084,1198,1
366,1084,1198,1
367,1084,1197,1
368,1084,1200,1
369,1083,1201,1
370,1084,1201,1
371,1084,1201,1
372,1084,1201,1
373,1084,1201,1
374,1084,1203,1
375,1083,1205,1
376,1082,1205,1
377,1083,1208,1
378,1083,1209,1
379,1083,1217,1
380,1083,1221,1
381,1083,1227,1
382,1083,1228,1
383,1083,1226,1
384,1082,1228,1
385,1083,1226,1
386,1083,1224,1
387,1083,1221,1
388,1083,1219,1
389,1083,1218,1
390,1083,1215,1
391,1083,1215,1
392,1083,1214,1
393,1083,1214,1
394,1083,1211,1
395,1083,1211,1
396,1083,1209,1
397,1083,1206,1
398,1083,1207,1
399,1083,1209,1
400,1083,1206,1
401,1083,1206,1
1,906,795,2
2,906,790,2
3,906,783,2
4,906,776,2
5,905,768,2
6,905,762,2
7,905,757,2
8,905,755,2
9,905,751,2
10,905,746,2
11,905,741,2
12,905,741,2
13,906,738,2
14,906,734,2
15,906,731,2
16,906,728,2
17,906,722,2
18,906,719,2
19,906,716,2
20,906,713,2
21,905,711,2
22,905,708,2
23,905,704,2
24,905,700,2
25,905,699,2
26,905,696,2
27,905,695,2
28,905,691,2
29,905,690,2
30,905,687,2
31,905,685,2
32,905,683,2
33,905,681,2
34,905,680,2
35,905,676,2
36,905,677,2
37,905,673,2
38,905,671,2
39,905,669,2
40,906,667,2
41,905,665,2
42,905,661,2
43,905,656,2
44,905,652,2
45,905,647,2
46,905,641,2
47,905,637,2
48,905,632,2
49,905,632,2
50,905,630,2
51,905,626,2
52,905,624,2
53,905,621,2
54,905,619,2
55,905,614,2
56,905,609,2
57,905,606,2
58,905,603,2
59,905,602,2
60,905,601,2
61,904,598,2
62,904,596,2
63,904,593,2
64,905,591,2
65,905,589,2
66,906,587,2
67,906,583,2
68,905,581,2
69,906,578,2
70,905,576,2
71,905,574,2
72,905,571,2
73,905,568,2
74,905,564,2
75,905,561,2
76,905,558,2
77,905,553,2
78,905,551,2
79,905,547,2
80,905,544,2
81,905,538,2
82,906,536,2
83,905,533,2
84,906,533,2
85,905,527,2
86,905,524,2
87,905,518,2
88,906,516,2
89,906,516,2
90,905,509,2
91,906,507,2
92,906,505,2
93,905,510,2
94,905,508,2
95,905,501,2
96,906,496,2
97,906,495,2
98,906,489,2
99,906,485,2
100,906,487,2
101,906,478,2
102,905,473,2
103,905,471,2
104,906,467,2
105,905,462,2
106,906,458,2
107,905,452,2
108,905,450,2
109,905,444,2
110,905,439,2
111,905,438,2
112,905,436,2
113,905,431,2
114,906,426,2
115,906,421,2
116,905,419,2
117,906,419,2
118,905,415,2
119,906,414,2
120,905,412,2
121,905,413,2
122,905,416,2
123,904,419,2
124,904,425,2
125,906,425,2
126,905,428,2
127,906,429,2
128,905,434,2
129,906,434,2
130,905,434,2
131,906,431,2
132,905,435,2
133,905,437,2
134,906,437,2
135,906,438,2
136,905,436,2
137,905,438,2
138,905,444,2
139,905,452,2
140,905,456,2
141,905,456,2
142,905,459,2
143,906,459,2
144,906,459,2
145,905,458,2
146,906,459,2
147,906,459,2
148,906,459,2
149,906,460,2
150,906,461,2
151,906,459,2
152,906,453,2
153,906,453,2
154,906,447,2
155,906,441,2
156,906,441,2
157,906,437,2
158,906,433,2
159,906,435,2
160,906,434,2
161,906,434,2
162,906,432,2
163,906,431,2
164,906,433,2
165,907,435,2
166,906,435,2
167,906,433,2
168,906,431,2
169,906,433,2
170,906,432,2
171,906,434,2
172,905,431,2
173,906,427,2
174,906,421,2
175,906,416,2
176,906,418,2
177,905,414,2
178,905,409,2
179,905,404,2
180,905,401,2
181,905,396,2
182,905,397,2
183,905,397,2
184,905,391,2
185,905,400,2
186,905,400,2
187,904,401,2
188,906,401,2
189,906,399,2
190,906,399,2
191,906,399,2
192,906,401,2
193,906,400,2
194,906,402,2
195,906,404,2
196,906,408,2
197,906,416,2
198,905,420,2
199,905,418,2
200,905,420,2
201,905,422,2
202,905,420,2
203,905,422,2
204,905,419,2
205,905,420,2
206,905,418,2
207,906,420,2
208,906,422,2
209,906,423,2
210,906,419,2
211,906,420,2
212,906,422,2
213,906,419,2
214,906,419,2
215,906,418,2
216,906,418,2
217,906,423,2
218,906,419,2
219,906,422,2
220,906,419,2
221,906,420,2
222,905,422,2
223,905,422,2
224,906,422,2
225,906,419,2
226,906,420,2
227,906,424,2
228,906,423,2
229,906,424,2
230,906,419,2
231,906,418,2
232,906,415,2
233,906,413,2
234,906,413,2
235,906,414,2
236,906,417,2
237,905,415,2
238,906,410,2
239,907,412,2
240,906,412,2
241,906,412,2
242,906,412,2
243,906,412,2
244,906,411,2
245,906,411,2
246,907,412,2
247,907,407,2
248,906,408,2
249,906,405,2
250,906,404,2
251,906,404,2
252,906,404,2
253,906,407,2
254,906,404,2
255,906,402,2
256,906,408,2
257,906,409,2
258,906,412,2
259,906,416,2
260,906,420,2
261,906,422,2
262,906,422,2
263,906,419,2
264,906,420,2
265,906,420,2
266,906,421,2
267,906,421,2
268,906,419,2
269,906,421,2
270,906,424,2
271,906,422,2
272,906,426,2
273,906,427,2
274,906,428,2
275,906,428,2
276,906,428,2
277,906,427,2
278,905,426,2
279,905,426,2
280,905,426,2
281,905,425,2
282,906,421,2
283,906,425,2
284,906,423,2
285,906,424,2
288,876,1367,2
289,876,1365,2
290,877,1363,2
291,877,1364,2
292,877,1366,2
293,876,1369,2
294,876,1369,2
295,876,1371,2
296,876,1371,2
297,876,1372,2
298,876,1373,2
299,876,1372,2
300,876,1369,2
301,876,1369,2
302,876,1373,2
303,876,1370,2
304,876,1367,2
305,876,1367,2
306,875,1369,2
307,877,1368,2
308,876,1369,2
309,876,1368,2
310,876,1367,2
311,876,1364,2
312,876,1363,2
313,876,1362,2
314,876,1361,2
315,876,1361,2
316,876,1358,2
317,876,1354,2
318,876,1349,2
319,876,1351,2
320,876,1349,2
321,876,1347,2
322,876,1345,2
323,877,1345,2
324,877,1342,2
325,877,1341,2
326,877,1336,2
327,876,1335,2
328,877,1333,2
329,876,1333,2
330,876,1331,2
331,876,1330,2
332,876,1328,2
333,876,1326,2
334,876,1325,2
335,876,1323,2
338,1076,1373,2
339,1076,1368,2
340,1076,1365,2
341,1076,1359,2
342,1076,1352,2
343,1077,1347,2
344,1076,1340,2
345,1076,1335,2
346,1076,1331,2
347,1076,1327,2
348,1076,1321,2
349,1076,1318,2
350,1076,1315,2
351,1076,1313,2
352,1076,1311,2
353,1076,1309,2
354,1076,1308,2
355,1077,1301,2
356,1076,1296,2
357,1076,1293,2
358,1076,1292,2
359,1076,1287,2
360,1076,1283,2
361,1076,1279,2
362,1076,1277,2
363,1076,1275,2
364,1077,1273,2
365,1077,1269,2
366,1076,1265,2
367,1076,1262,2
368,1076,1258,2
369,1076,1255,2
370,1076,1252,2
371,1076,1251,2
372,1076,1249,2
373,1076,1247,2
374,1076,1245,2
375,1076,1244,2
376,1076,1243,2
377,1076,1241,2
378,1076,1238,2
379,1076,1234,2
380,1076,1232,2
381,1076,1229,2
382,1076,1228,2
383,1076,1227,2
384,1076,1222,2
385,1076,1218,2
386,1076,1219,2
387,1076,1218,2
388,1076,1219,2
389,1076,1217,2
390,1076,1218,2
391,1076,1218,2
392,1076,1219,2
393,1076,1217,2
394,1076,1217,2
395,1076,1218,2
396,1076,1218,2
397,1076,1219,2
398,1076,1219,2
399,1076,1218,2
400,1076,1218,2
401,1077,1217,2
402,1076,1216,2
403,1076,1217,2
404,1076,1217,2
405,1076,1217,2
406,1076,1217,2
407,1076,1218,2
408,1076,1218,2
409,1076,1217,2
410,1076,1217,2
411,1076,1216,2
412,1076,1215,2
413,1076,1215,2
414,1076,1215,2
415,1076,1215,2
416,1076,1214,2
417,1076,1214,2
418,1077,1217,2
419,1076,1218,2
420,1076,1221,2
421,1076,1222,2
422,1077,1222,2
423,1076,1223,2
424,1076,1227,2
425,1076,1226,2
426,1076,1224,2
427,1076,1226,2
428,1076,1228,2
429,1076,1228,2
430,1076,1228,2
431,1076,1229,2
432,1076,1229,2
433,1076,1233,2
434,1076,1236,2
435,1076,1236,2
436,1076,1239,2
437,1076,1238,2
438,1076,1240,2
439,1076,1242,2
440,1076,1244,2
441,1076,1248,2
442,1076,1251,2
443,1076,1255,2
444,1076,1259,2
445,1076,1263,2
446,1076,1263,2
447,1076,1265,2
448,1076,1263,2
449,1076,1263,2
450,1076,1263,2
451,1076,1264,2
452,1076,1267,2
453,1076,1268,2
454,1076,1271,2
455,1076,1274,2
456,1076,1276,2
457,1076,1279,2
458,1076,1282,2
459,1076,1288,2
1,906,7,3
2,906,15,3
3,906,30,3
4,906,36,3
5,905,45,3
6,905,60,3
7,906,70,3
8,906,79,3
9,906,94,3
10,905,104,3
11,905,118,3
12,906,122,3
13,906,132,3
14,905,145,3
15,905,159,3
16,905,174,3
17,905,184,3
18,906,189,3
19,906,194,3
20,906,199,3
21,906,202,3
22,906,210,3
23,906,214,3
24,906,221,3
25,907,224,3
26,906,233,3
27,906,237,3
28,906,238,3
29,907,243,3
30,907,252,3
31,907,258,3
32,907,267,3
33,907,275,3
34,907,279,3
35,906,283,3
36,906,291,3
37,906,295,3
38,906,301,3
39,906,306,3
40,906,314,3
41,904,325,3
42,904,333,3
43,904,339,3
44,904,343,3
45,905,355,3
46,905,356,3
47,905,363,3
48,905,374,3
49,906,378,3
50,906,387,3
51,906,395,3
52,906,400,3
55,132,1372,3
56,131,1365,3
57,132,1361,3
58,132,1355,3
59,131,1353,3
60,132,1349,3
61,132,1348,3
62,132,1345,3
63,132,1341,3
64,132,1337,3
65,132,1331,3
66,131,1328,3
67,131,1323,3
68,132,1317,3
69,132,1309,3
70,132,1301,3
71,132,1297,3
72,132,1295,3
73,132,1291,3
74,132,1289,3
75,132,1288,3
76,132,1285,3
77,132,1283,3
78,132,1278,3
79,132,1276,3
80,132,1273,3
81,132,1272,3
82,132,1268,3
83,132,1264,3
84,132,1258,3
85,132,1252,3
86,132,1249,3
87,132,1245,3
88,132,1242,3
89,132,1237,3
90,132,1231,3
91,132,1229,3
92,132,1225,3
93,132,1223,3
94,132,1217,3
95,132,1212,3
96,132,1210,3
97,132,1206,3
98,131,1203,3
99,131,1194,3
100,131,1191,3
101,131,1188,3
102,131,1185,3
103,131,1180,3
104,132,1176,3
105,132,1172,3
106,131,1169,3
107,131,1164,3
108,131,1165,3
109,130,1165,3
110,130,1163,3
111,130,1162,3
112,130,1160,3
113,130,1159,3
114,130,1152,3
115,130,1153,3
116,131,1151,3
117,131,1151,3
118,130,1149,3
119,131,1149,3
120,131,1147,3
121,131,1145,3
122,130,1143,3
123,130,1142,3
124,130,1141,3
125,130,1140,3
126,130,1136,3
127,130,1134,3
128,130,1130,3
129,130,1128,3
130,130,1127,3
131,129,1128,3
132,129,1126,3
133,130,1120,3
134,129,1116,3
135,129,1112,3
136,129,1110,3
137,129,1108,3
138,129,1105,3
139,129,1103,3
140,129,1098,3
141,129,1095,3
142,129,1092,3
143,129,1089,3
144,128,1087,3
145,129,1084,3
146,129,1082,3
147,129,1081,3
148,129,1079,3
149,129,1075,3
150,129,1074,3
151,129,1071,3
152,129,1068,3
153,129,1063,3
154,129,1061,3
155,129,1058,3
156,128,1054,3
157,128,1053,3
158,128,1049,3
159,128,1047,3
160,127,1045,3
161,127,1043,3
162,127,1043,3
163,128,1041,3
164,128,1037,3
165,128,1035,3
166,129,1031,3
167,129,1027,3
168,129,1015,3
169,129,1015,3
170,129,1013,3
171,129,1007,3
172,129,1000,3
173,129,995,3
174,129,990,3
175,129,987,3
176,129,982,3
177,130,978,3
178,130,975,3
179,130,971,3
180,130,967,3
181,130,960,3
182,130,957,3
183,130,953,3
184,130,948,3
185,129,944,3
186,130,941,3
187,130,939,3
188,130,937,3
189,130,932,3
190,130,928,3
191,130,925,3
192,130,922,3
193,130,919,3
194,130,915,3
195,130,913,3
196,131,909,3
197,130,907,3
198,130,904,3
199,130,899,3
200,130,895,3
201,130,891,3
202,130,889,3
203,130,889,3
204,131,887,3
205,130,884,3
206,130,883,3
207,130,880,3
208,130,879,3
209,130,877,3
210,130,875,3
211,129,872,3
212,130,867,3
213,130,862,3
214,130,857,3
215,130,856,3
216,130,853,3
217,130,849,3
218,130,844,3
219,130,841,3
220,129,835,3
221,130,829,3
222,130,825,3
223,130,820,3
224,130,818,3
225,130,815,3
226,130,813,3
227,130,809,3
228,130,806,3
229,130,804,3
230,130,800,3
231,130,797,3
232,130,793,3
233,130,792,3
234,130,787,3
235,130,784,3
236,130,781,3
237,130,775,3
238,130,771,3
239,130,769,3
240,130,767,3
241,130,764,3
242,130,760,3
243,130,756,3
244,130,752,3
245,129,751,3
246,130,748,3
247,130,745,3
248,130,742,3
249,130,741,3
250,130,741,3
251,130,741,3
252,130,739,3
253,129,734,3
254,130,731,3
255,130,727,3
256,130,723,3
257,130,719,3
258,130,715,3
259,130,711,3
260,130,711,3
261,130,706,3
262,130,703,3
263,131,698,3
264,131,693,3
265,130,689,3
266,131,685,3
267,131,682,3
268,130,680,3
269,130,677,3
270,130,674,3
271,129,669,3
272,129,663,3
273,129,661,3
274,130,656,3
275,130,654,3
276,130,652,3
277,130,649,3
278,130,648,3
279,130,645,3
280,129,641,3
281,129,637,3
282,129,633,3
283,130,629,3
284,130,623,3
285,129,619,3
286,130,613,3
287,130,605,3
288,130,596,3
289,129,591,3
290,129,586,3
291,129,583,3
292,130,578,3
293,130,575,3
294,130,572,3
295,130,567,3
296,130,564,3
297,129,558,3
298,130,553,3
299,130,550,3
300,130,545,3
301,130,541,3
302,129,539,3
303,129,536,3
304,129,532,3
305,129,527,3
306,128,523,3
307,128,517,3
308,129,514,3
309,129,507,3
310,129,503,3
311,130,502,3
312,129,496,3
313,130,495,3
314,130,492,3
315,130,493,3
316,130,489,3
317,130,485,3
318,130,487,3
319,130,482,3
320,129,485,3
321,129,482,3
322,129,482,3
323,129,486,3
324,129,482,3
325,130,482,3
326,130,485,3
327,129,489,3
328,130,489,3
329,127,488,3
330,127,490,3
331,127,490,3
332,128,497,3
333,127,491,3
334,127,492,3
335,126,495,3
336,125,495,3
337,126,495,3
338,126,495,3
339,126,496,3
340,125,498,3
341,126,496,3
342,126,491,3
343,126,491,3
344,126,492,3
345,126,488,3
346,126,488,3
347,126,481,3
348,126,482,3
349,125,481,3
350,126,486,3
351,126,487,3
352,126,487,3
353,126,486,3
354,126,481,3
355,126,486,3
356,126,482,3
359,763,1369,3
360,762,1367,3
361,762,1366,3
362,762,1366,3
363,763,1365,3
364,762,1365,3
365,762,1361,3
366,762,1357,3
367,762,1354,3
368,762,1354,3
369,762,1351,3
370,762,1351,3
371,762,1349,3
372,763,1347,3
373,762,1347,3
374,762,1347,3
375,762,1347,3
376,762,1345,3
377,763,1343,3
378,763,1341,3
379,762,1341,3
380,763,1341,3
381,762,1339,3
382,762,1339,3
383,762,1337,3
384,762,1336,3
385,762,1335,3
386,762,1333,3
387,761,1329,3
388,762,1329,3
389,762,1328,3
390,761,1327,3
391,762,1326,3
392,762,1327,3
393,762,1326,3
394,762,1324,3
395,762,1324,3
396,762,1321,3
397,762,1320,3
398,762,1320,3
399,762,1317,3
400,762,1317,3
401,762,1316,3
402,762,1315,3
403,761,1313,3
404,761,1311,3
405,761,1310,3
406,761,1308,3
407,761,1305,3
408,761,1305,3
409,761,1301,3
410,761,1297,3
411,761,1294,3
412,761,1291,3
413,760,1289,3
414,760,1286,3
415,760,1288,3
416,760,1288,3
417,760,1287,3
418,762,1286,3
419,761,1285,3
420,761,1285,3
421,761,1285,3
422,761,1283,3
423,761,1279,3
424,761,1278,3
425,762,1276,3
426,761,1277,3
427,762,1275,3
428,761,1277,3
429,762,1277,3
430,762,1278,3
431,762,1278,3
432,762,1276,3
433,762,1277,3
434,762,1278,3
435,762,1278,3
436,762,1277,3
437,762,1279,3
438,762,1282,3
439,763,1288,3
440,762,1292,3
441,762,1290,3
442,763,1290,3
443,762,1289,3
444,763,1286,3
445,763,1285,3
446,763,1285,3
447,762,1285,3
448,762,1285,3
449,762,1286,3
450,762,1286,3
451,762,1285,3
452,763,1284,3
453,762,1286,3
454,762,1285,3
1,233,1074,4
2,233,1071,4
3,233,1069,4
4,234,1066,4
5,233,1063,4
6,232,1056,4
7,233,1053,4
8,233,1050,4
9,233,1046,4
10,233,1042,4
11,233,1039,4
12,233,1037,4
13,233,1035,4
14,233,1031,4
15,233,1027,4
16,233,1023,4
17,233,1018,4
18,233,1019,4
19,233,1018,4
20,232,1015,4
21,232,1013,4
22,232,1012,4
23,231,1012,4
24,231,1009,4
25,231,1004,4
26,232,1005,4
27,231,1003,4
28,231,1002,4
29,232,1002,4
30,231,999,4
31,231,994,4
32,231,991,4
33,231,986,4
34,231,983,4
35,231,977,4
36,231,974,4
37,231,973,4
38,231,969,4
39,231,963,4
40,231,959,4
41,231,953,4
42,231,949,4
43,231,945,4
44,231,942,4
45,231,940,4
46,231,936,4
47,232,929,4
48,232,922,4
49,231,917,4
50,231,915,4
51,231,912,4
52,232,910,4
53,231,907,4
54,231,904,4
55,231,902,4
56,231,898,4
57,231,894,4
58,232,891,4
59,231,887,4
60,231,884,4
61,231,881,4
62,231,877,4
63,231,875,4
64,231,872,4
67,879,0,4
68,877,11,4
69,877,21,4
70,877,34,4
71,877,45,4
72,876,56,4
73,876,72,4
74,876,87,4
75,876,96,4
76,876,110,4
77,876,116,4
78,877,119,4
79,876,124,4
80,877,137,4
81,876,148,4
82,876,159,4
83,876,168,4
84,876,176,4
85,876,185,4
86,876,195,4
87,877,203,4
88,876,205,4
89,876,208,4
90,876,215,4
91,876,223,4
92,876,233,4
93,876,239,4
94,876,245,4
95,876,249,4
96,877,261,4
97,876,269,4
98,876,279,4
99,876,292,4
100,876,304,4
101,875,308,4
102,875,308,4
103,876,311,4
104,876,322,4
105,876,337,4
106,876,345,4
107,876,352,4
108,876,359,4
109,876,363,4
110,875,368,4
111,875,368,4
112,875,372,4
113,875,375,4
114,875,381,4
115,876,384,4
116,877,392,4
117,875,405,4
118,876,411,4
119,876,419,4
120,876,422,4
121,876,427,4
122,876,434,4
123,876,431,4
124,876,431,4
125,876,434,4
126,876,434,4
127,876,437,4
128,876,441,4
129,876,444,4
130,876,455,4
131,876,454,4
132,876,461,4
133,876,462,4
134,876,463,4
135,876,464,4
136,876,465,4
137,876,467,4
138,876,468,4
139,876,468,4
140,876,468,4
141,876,469,4
142,876,468,4
143,876,467,4
144,876,465,4
145,876,473,4
146,876,487,4
147,876,491,4
148,876,499,4
149,876,508,4
150,876,508,4
151,876,509,4
152,876,517,4
153,877,523,4
154,876,524,4
155,876,529,4
156,876,532,4
157,875,536,4
158,875,541,4
159,875,545,4
160,875,548,4
161,874,554,4
162,876,559,4
163,874,558,4
164,874,559,4
165,874,559,4
166,874,559,4
167,874,562,4
168,874,564,4
169,874,565,4
170,874,565,4
171,874,566,4
172,874,565,4
173,874,564,4
174,874,560,4
175,874,555,4
176,874,550,4
177,874,544,4
178,874,545,4
179,874,547,4
180,874,545,4
181,874,543,4
182,874,548,4
183,874,547,4
184,874,547,4
185,874,545,4
186,874,545,4
187,874,547,4
188,874,548,4
189,874,554,4
190,874,560,4
191,874,555,4
192,874,553,4
193,874,553,4
194,874,553,4
195,874,555,4
196,874,553,4
197,874,551,4
198,874,549,4
199,874,549,4
200,874,548,4
201,874,548,4
202,874,545,4
203,874,541,4
204,874,536,4
205,874,533,4
206,874,531,4
207,874,528,4
208,874,526,4
209,874,525,4
210,874,520,4
211,873,515,4
212,874,513,4
213,874,509,4
217,874,505,4
218,874,505,4
219,874,509,4
220,874,509,4
222,874,507,4
223,874,505,4
224,874,502,4
225,874,502,4
226,874,501,4
227,874,494,4
228,874,493,4
229,874,494,4
230,873,491,4
231,874,491,4
232,874,492,4
233,874,488,4
234,874,489,4
235,874,489,4
236,874,488,4
237,874,494,4
238,874,502,4
239,874,510,4
240,874,511,4
241,874,515,4
242,874,516,4
243,874,516,4
244,873,518,4
245,875,521,4
246,874,522,4
247,874,523,4
248,874,526,4
249,874,527,4
250,874,526,4
251,874,526,4
252,874,526,4
253,874,524,4
254,874,523,4
255,874,521,4
256,874,521,4
257,874,519,4
258,874,516,4
259,874,516,4
260,874,513,4
262,874,491,4
263,874,490,4
264,874,489,4
265,874,484,4
266,873,487,4
267,874,484,4
268,873,479,4
269,874,480,4
270,874,475,4
271,874,477,4
272,874,472,4
273,874,473,4
274,874,472,4
275,873,465,4
276,873,461,4
277,873,457,4
278,873,454,4
279,873,449,4
280,873,445,4
281,873,441,4
282,873,439,4
283,873,437,4
284,874,434,4
285,874,433,4
286,874,433,4
287,874,433,4
288,874,428,4
289,874,420,4
290,874,418,4
291,874,414,4
292,874,413,4
293,874,413,4
294,874,407,4
295,874,405,4
296,874,407,4
297,874,402,4
298,874,401,4
