tframe,y,x,track_no
130,927,1261,1
131,927,1270,1
132,928,1265,1
133,927,1270,1
134,927,1262,1
135,927,1262,1
136,927,1200,1
137,927,1254,1
138,928,1195,1
139,928,1238,1
140,928,1136,1
141,928,1139,1
142,928,1140,1
144,928,1146,1
145,928,1116,1
146,928,1112,1
147,927,1107,1
148,928,1104,1
149,927,1102,1
150,927,1098,1
151,927,1077,1
152,927,1066,1
153,927,1051,1
154,927,1038,1
155,927,1037,1
156,927,1035,1
157,927,1015,1
158,927,1002,1
159,927,983,1
160,927,969,1
161,928,966,1
162,927,962,1
163,927,952,1
164,928,944,1
165,927,938,1
166,927,937,1
167,928,936,1
168,928,937,1
169,928,937,1
170,928,934,1
171,928,930,1
180,28,926,1
188,928,922,1
189,928,922,1
190,928,917,1
191,928,916,1
192,928,913,1
193,928,908,1
194,928,906,1
195,928,905,1
196,928,898,1
197,928,884,1
198,928,880,1
199,928,877,1
200,928,869,1
201,928,866,1
202,928,862,1
203,928,858,1
204,928,855,1
205,928,851,1
206,928,844,1
207,929,840,1
208,928,838,1
209,928,834,1
210,928,823,1
211,928,817,1
212,928,815,1
213,928,810,1
214,929,809,1
215,928,810,1
216,929,807,1
217,928,797,1
218,928,792,1
219,928,782,1
220,928,773,1
221,928,768,1
222,928,753,1
223,929,744,1
224,928,742,1
225,928,739,1
226,928,734,1
227,928,750,1
228,928,758,1
229,929,758,1
230,929,756,1
231,928,752,1
232,928,747,1
233,928,746,1
234,928,741,1
235,929,739,1
236,929,734,1
237,929,731,1
239,929,719,1
240,929,715,1
241,929,714,1
242,929,711,1
243,929,712,1
244,929,708,1
245,929,707,1
246,929,706,1
247,929,604,1
248,929,603,1
249,929,602,1
250,929,603,1
251,929,603,1
252,929,602,1
253,929,601,1
255,929,598,1
256,929,591,1
257,929,587,1
258,929,570,1
259,929,552,1
260,929,541,1
261,929,535,1
262,929,531,1
263,929,517,1
264,929,475,1
265,929,469,1
266,929,436,1
267,929,410,1
268,929,382,1
269,929,354,1
270,929,322,1
271,929,319,1
272,929,321,1
273,929,315,1
274,929,310,1
275,929,300,1
276,929,299,1
277,929,294,1
278,929,279,1
279,929,269,1
280,929,253,1
281,929,245,1
282,929,238,1
283,929,226,1
284,929,221,1
285,928,219,1
286,928,214,1
287,929,209,1
288,929,212,1
289,929,186,1
290,929,174,1
291,929,167,1
292,929,139,1
293,929,119,1
294,929,111,1
295,927,101,1
296,927,84,1
297,928,65,1
298,927,47,1
299,928,21,1
300,927,0,1
301,927,0,1
302,928,0,1
303,927,0,1
304,927,0,1
305,928,0,1
306,928,0,1
307,928,0,1
308,928,0,1
309,928,0,1
310,927,0,1
311,927,0,1
312,928,0,1
313,928,0,1
314,928,0,1
315,928,0,1
316,929,0,1
317,928,0,1
318,928,0,1
319,928,0,1
320,928,0,1
321,928,0,1
322,928,0,1
323,928,0,1
324,927,0,1
325,928,0,1
326,928,0,1
327,928,0,1
328,928,0,1
329,928,0,1
330,928,0,1
331,928,0,1
332,928,0,1
333,928,0,1
334,928,0,1
335,928,0,1
336,928,0,1
337,927,0,1
338,928,0,1
339,928,0,1
340,928,0,1
341,928,0,1
342,928,0,1
343,928,0,1
344,928,0,1
345,927,275,1
346,928,276,1
347,928,266,1
348,928,276,1
349,928,276,1
350,928,277,1
351,928,276,1
352,928,276,1
353,927,276,1
354,928,276,1
355,928,276,1
356,928,284,1
357,928,276,1
358,928,276,1
359,928,276,1
360,928,276,1
361,928,276,1
362,928,276,1
363,928,284,1
364,928,276,1
365,928,276,1
366,927,276,1
367,928,272,1
368,928,276,1
369,928,272,1
370,928,276,1
371,928,276,1
372,928,267,1
373,928,276,1
374,928,270,1
375,928,276,1
376,929,276,1
377,928,276,1
378,928,276,1
379,928,276,1
380,928,276,1
381,928,276,1
382,928,276,1
383,928,276,1
384,928,276,1
385,928,276,1
386,928,276,1
387,928,274,1
388,928,276,1
389,928,270,1
390,928,274,1
391,927,274,1
392,928,270,1
393,928,274,1
1,369,795,2
2,369,790,2
3,369,791,2
4,369,787,2
5,369,783,2
6,369,781,2
7,369,782,2
8,369,781,2
9,369,781,2
10,369,775,2
11,368,775,2
12,369,774,2
13,369,772,2
14,369,772,2
15,369,768,2
16,368,764,2
17,368,763,2
18,368,761,2
19,368,758,2
20,369,757,2
21,368,752,2
22,368,751,2
23,368,749,2
24,368,748,2
25,368,744,2
26,368,743,2
27,368,743,2
28,368,741,2
29,368,738,2
30,368,735,2
31,368,735,2
32,368,733,2
33,368,730,2
34,368,728,2
35,368,729,2
36,368,729,2
37,368,729,2
38,368,728,2
39,368,729,2
40,368,727,2
41,368,727,2
42,368,726,2
43,368,726,2
44,368,726,2
45,368,724,2
46,368,724,2
47,368,721,2
48,368,719,2
49,368,717,2
50,368,714,2
51,368,713,2
52,368,712,2
53,368,710,2
54,368,712,2
55,368,712,2
56,368,711,2
57,368,709,2
58,368,707,2
59,368,706,2
60,368,705,2
61,368,703,2
62,368,701,2
63,368,703,2
64,368,701,2
65,368,698,2
66,368,694,2
67,368,693,2
68,368,687,2
69,368,683,2
70,368,682,2
71,368,682,2
72,368,681,2
73,368,679,2
74,368,674,2
75,368,670,2
76,368,667,2
77,368,698,2
78,368,664,2
79,369,756,2
80,369,751,2
81,368,747,2
82,368,744,2
83,368,738,2
84,368,736,2
85,369,733,2
86,369,727,2
87,369,724,2
88,369,718,2
89,369,716,2
90,369,713,2
91,369,717,2
92,369,710,2
93,369,714,2
94,369,712,2
95,369,712,2
96,369,709,2
97,369,709,2
98,368,703,2
99,368,705,2
100,368,700,2
101,369,702,2
102,368,694,2
103,369,693,2
104,369,690,2
105,369,686,2
106,369,683,2
107,369,681,2
108,369,679,2
109,369,674,2
110,369,672,2
111,369,668,2
112,369,666,2
113,369,664,2
114,369,657,2
115,369,651,2
116,369,660,2
117,369,647,2
118,369,648,2
119,369,642,2
120,369,638,2
121,369,635,2
122,369,634,2
123,369,629,2
124,369,628,2
125,369,626,2
126,369,623,2
127,369,619,2
128,369,617,2
129,369,616,2
130,369,614,2
131,369,611,2
132,369,612,2
133,369,612,2
134,369,609,2
135,369,607,2
136,369,605,2
137,369,604,2
138,369,603,2
139,369,601,2
140,369,603,2
141,369,608,2
142,369,603,2
143,369,601,2
144,369,610,2
145,369,598,2
146,369,595,2
147,369,593,2
148,369,584,2
149,369,583,2
150,369,580,2
151,369,577,2
152,369,573,2
153,369,571,2
154,369,569,2
155,369,567,2
156,369,562,2
157,369,557,2
158,369,553,2
159,369,548,2
160,369,546,2
161,369,544,2
162,369,541,2
163,369,538,2
164,369,538,2
165,369,532,2
166,369,528,2
167,369,528,2
168,369,521,2
169,369,516,2
170,369,514,2
171,369,414,2
172,369,414,2
173,369,413,2
174,369,498,2
175,369,466,2
176,369,449,2
177,369,459,2
178,369,442,2
179,369,437,2
180,369,453,2
181,369,428,2
182,369,435,2
183,369,409,2
184,369,424,2
185,369,384,2
186,369,402,2
187,369,374,2
188,369,388,2
189,369,368,2
190,369,373,2
191,369,364,2
192,369,360,2
193,369,348,2
194,369,340,2
195,369,340,2
196,369,321,2
197,369,339,2
198,369,321,2
199,369,328,2
200,369,315,2
201,369,331,2
202,369,307,2
203,369,331,2
204,369,291,2
205,369,321,2
206,369,289,2
207,369,321,2
208,369,275,2
209,369,325,2
210,369,275,2
211,369,337,2
212,369,261,2
213,369,348,2
214,369,244,2
215,370,351,2
216,370,241,2
217,369,361,2
218,369,241,2
219,370,388,2
220,369,229,2
221,370,383,2
222,369,181,2
223,370,383,2
224,369,178,2
225,369,407,2
226,370,154,2
227,369,195,2
228,370,131,2
229,370,158,2
230,370,121,2
231,370,159,2
232,370,88,2
233,369,153,2
234,370,38,2
235,369,76,2
236,369,22,2
237,369,11,2
238,369,5,2
239,369,5,2
240,369,5,2
241,369,600,2
244,835,1073,2
249,532,1093,2
250,835,1091,2
251,835,1059,2
252,835,1048,2
253,835,1043,2
254,835,1053,2
255,835,1061,2
259,835,1073,2
260,835,1075,2
261,835,1072,2
262,835,1073,2
263,835,1073,2
264,835,1073,2
265,835,1073,2
267,835,1074,2
268,835,1073,2
269,835,1072,2
270,835,1073,2
271,835,1072,2
272,835,1073,2
273,835,1072,2
274,835,1072,2
275,835,1073,2
276,835,1072,2
277,835,1072,2
278,835,1073,2
279,835,1073,2
280,835,1072,2
281,836,1073,2
282,836,1073,2
283,835,1072,2
284,835,1073,2
285,835,1072,2
287,835,1070,2
288,835,1074,2
289,835,1063,2
290,836,1083,2
291,835,1087,2
292,835,1089,2
293,835,1092,2
294,835,1091,2
295,835,1093,2
296,835,1091,2
297,835,1090,2
298,835,1060,2
299,835,1066,2
300,835,1064,2
301,835,1073,2
302,835,1079,2
304,835,1094,2
305,835,1091,2
308,835,1091,2
309,835,1093,2
310,836,1093,2
311,835,1093,2
315,938,1364,2
316,342,5,2
317,342,5,2
318,342,5,2
319,342,522,2
320,342,513,2
321,342,521,2
322,342,506,2
323,342,484,2
324,342,469,2
325,342,450,2
326,342,417,2
327,342,450,2
328,342,378,2
329,342,426,2
330,342,349,2
331,342,415,2
332,342,336,2
333,342,417,2
334,342,315,2
335,342,347,2
336,342,286,2
337,342,344,2
338,342,275,2
339,342,344,2
340,342,270,2
341,342,343,2
342,342,256,2
343,342,341,2
344,342,261,2
345,342,348,2
346,342,251,2
347,342,345,2
348,342,240,2
349,342,333,2
350,342,226,2
351,342,333,2
352,342,225,2
353,342,333,2
354,342,218,2
355,342,336,2
356,342,200,2
357,342,336,2
358,342,178,2
359,342,344,2
360,342,161,2
361,342,353,2
362,342,148,2
363,342,352,2
364,342,141,2
365,342,352,2
366,342,146,2
367,342,38,2
368,342,140,2
369,342,389,2
370,342,131,2
371,342,392,2
372,342,132,2
373,342,35,2
374,342,125,2
375,342,21,2
376,342,122,2
377,342,11,2
381,714,987,2
382,190,987,2
383,712,992,2
384,712,989,2
385,712,991,2
386,712,998,2
387,712,902,2
388,712,905,2
389,712,905,2
390,710,921,2
391,712,924,2
392,712,932,2
393,712,932,2
394,712,943,2
395,712,956,2
396,712,958,2
397,712,970,2
398,712,984,2
399,712,988,2
400,712,988,2
401,710,993,2
402,712,1007,2
404,712,1030,2
405,712,124,2
406,712,1140,2
407,712,1129,2
408,712,1199,2
409,712,1146,2
410,712,1202,2
411,712,1156,2
412,712,1204,2
413,712,1165,2
414,712,1202,2
415,712,479,2
416,712,1202,2
417,712,483,2
418,712,1203,2
419,712,487,2
420,712,1319,2
421,710,490,2
422,712,1330,2
423,712,483,2
424,712,538,2
425,712,471,2
426,712,564,2
427,712,464,2
428,712,586,2
429,712,481,2
1,342,1364,3
2,342,1364,3
3,342,1364,3
4,342,1363,3
5,342,1363,3
6,342,1361,3
7,342,1358,3
8,342,1356,3
9,342,1355,3
10,342,1352,3
11,342,1350,3
12,342,1338,3
13,342,1336,3
14,342,1336,3
15,342,1337,3
16,342,1337,3
19,761,1364,3
20,1101,1361,3
21,1101,1360,3
22,1101,1362,3
23,1101,1355,3
24,1101,1351,3
25,1102,1342,3
26,1101,1339,3
27,1102,1322,3
28,1102,1298,3
29,1102,1291,3
30,1101,1279,3
31,1102,1269,3
32,1102,1254,3
33,1103,1234,3
34,1103,1222,3
35,1103,1213,3
36,1103,1208,3
37,1103,1205,3
38,1103,1192,3
40,1103,1185,3
41,1103,1181,3
42,1103,1170,3
43,1103,1147,3
44,1103,1142,3
45,1103,1157,3
46,1103,1139,3
47,1103,1129,3
50,1103,1136,3
51,1103,1133,3
52,1103,1132,3
53,1103,1131,3
54,1103,1189,3
55,1103,1175,3
56,1103,1176,3
57,1103,1175,3
58,1103,1173,3
59,1103,1176,3
60,1103,1170,3
62,1103,1138,3
63,1102,1138,3
64,1103,1139,3
65,1103,1140,3
66,1103,1137,3
67,1103,1139,3
68,1103,1135,3
69,1103,1134,3
70,1103,1130,3
73,1103,1102,3
74,1103,1187,3
75,1103,1175,3
76,1103,1169,3
77,1103,1164,3
78,1103,1158,3
79,1103,1161,3
80,1103,1161,3
81,1103,1159,3
82,1103,1154,3
83,1103,1154,3
85,1103,1150,3
86,1103,1144,3
87,1103,1138,3
88,1103,1140,3
89,1103,1138,3
90,1103,1142,3
91,1103,1136,3
92,1103,1134,3
93,1103,1131,3
95,1103,1124,3
96,1103,1119,3
97,1103,1111,3
98,1103,1110,3
100,1103,1173,3
101,1103,1171,3
102,1103,1169,3
103,1103,1164,3
104,1103,1158,3
105,1103,1158,3
106,1103,1154,3
107,1103,1154,3
108,1103,1149,3
109,1103,1147,3
110,1103,1144,3
111,1103,1142,3
112,1103,1139,3
113,1103,1136,3
114,1103,1134,3
115,1103,1156,3
116,1103,1172,3
117,1103,1173,3
118,1103,1179,3
119,1103,1172,3
121,1103,1203,3
122,1103,1203,3
123,1103,1214,3
124,1103,1221,3
126,1103,1245,3
127,1103,1250,3
128,1103,1258,3
129,1103,1250,3
130,1103,1250,3
131,1103,1250,3
132,1103,1254,3
133,1103,1250,3
134,1103,1264,3
135,1103,1258,3
136,1103,1264,3
137,1103,1269,3
138,1103,1273,3
139,1103,1272,3
140,1103,1277,3
141,1103,1283,3
142,1103,1289,3
144,1103,12892,3
151,1103,1314,3
152,1103,1324,3
153,1102,1331,3
154,1103,1331,3
155,1103,1336,3
156,1103,1342,3
157,1103,1343,3
158,1103,1345,3
159,1103,1364,3
160,1103,1370,3
162,1103,1291,3
163,1103,1290,3
167,89,1220,3
168,89,1260,3
169,89,1220,3
170,89,1250,3
171,89,1217,3
172,89,1238,3
173,89,1209,3
174,89,1234,3
175,89,1201,3
176,89,1226,3
177,88,1199,3
178,89,1247,3
179,89,1175,3
180,89,1254,3
181,89,1170,3
182,88,1258,3
183,89,1166,3
184,89,1248,3
185,89,1168,3
186,89,1249,3
187,89,1175,3
188,88,1248,3
189,89,1184,3
190,88,1238,3
191,89,1185,3
192,89,1245,3
193,89,1181,3
194,89,1256,3
195,89,1182,3
196,89,1257,3
197,89,1182,3
198,89,1248,3
204,1094,1355,3
206,936,1361,3
208,972,1354,3
209,972,1352,3
210,972,1345,3
215,972,1298,3
216,972,1299,3
217,972,1270,3
218,973,1234,3
219,973,1193,3
220,972,1163,3
221,973,1159,3
223,972,1125,3
224,973,1125,3
225,974,1112,3
226,972,1102,3
227,973,1101,3
228,972,1107,3
229,973,1105,3
230,974,1108,3
231,972,1100,3
232,972,1103,3
233,973,1063,3
234,974,1075,3
239,97074,1050,3
241,973,1003,3
242,973,992,3
245,973,951,3
246,973,942,3
247,973,933,3
248,974,914,3
250,974,898,3
251,973,883,3
253,974,851,3
255,973,834,3
256,974,829,3
257,973,807,3
258,973,796,3
259,972,797,3
260,973,763,3
261,972,749,3
262,972,735,3
263,972,722,3
266,972,688,3
267,972,678,3
270,973,669,3
271,974,666,3
272,974,660,3
273,973,653,3
274,973,644,3
275,972,635,3
276,974,628,3
279,975,587,3
280,975,587,3
281,974,527,3
283,974,468,3
284,974,463,3
286,973,481,3
287,974,487,3
288,972,482,3
289,974,458,3
290,974,439,3
291,974,434,3
292,972,478,3
293,974,482,3
294,973,495,3
296,972,512,3
297,974,529,3
298,973,512,3
299,973,510,3
300,974,510,3
301,973,510,3
302,972,520,3
303,972,530,3
304,973,530,3
305,974,529,3
306,974,534,3
307,973,535,3
308,974,515,3
309,973,513,3
310,973,522,3
311,971,522,3
312,940,638,3
315,973,742,3
316,974,866,3
317,973,883,3
318,973,909,3
321,974,924,3
323,973,900,3
324,973,998,3
325,973,998,3
326,973,1004,3
327,973,1012,3
328,972,1023,3
329,973,1024,3
330,973,1035,3
331,973,1022,3
332,973,1045,3
333,973,1083,3
334,973,1082,3
339,973,4,3
340,972,4,3
341,972,459,3
342,973,455,3
345,962,510,3
346,961,520,3
347,961,529,3
348,961,526,3
349,960,531,3
350,961,534,3
353,961,568,3
355,962,622,3
363,91,850,3
364,89,865,3
365,89,868,3
367,90,879,3
368,89,883,3
370,90,902,3
371,89,905,3
372,90,918,3
373,90,925,3
374,90,937,3
375,90,947,3
376,90,958,3
377,90,965,3
378,90,974,3
379,90,982,3
381,90,1000,3
382,90,1002,3
383,89,1003,3
1,138,674,4
2,139,671,4
3,139,669,4
4,138,666,4
5,138,663,4
6,138,656,4
7,138,653,4
8,139,648,4
9,139,646,4
10,138,644,4
11,138,644,4
12,138,641,4
13,138,639,4
14,138,635,4
15,138,620,4
16,138,635,4
17,138,634,4
18,138,631,4
19,138,631,4
20,138,628,4
21,138,626,4
22,138,618,4
23,138,611,4
24,138,611,4
25,138,610,4
26,138,608,4
27,138,598,4
28,138,608,4
29,138,599,4
30,138,599,4
31,138,602,4
32,138,502,4
33,138,598,4
34,138,595,4
35,138,593,4
36,138,587,4
37,138,585,4
38,138,585,4
39,138,584,4
40,138,582,4
41,138,577,4
42,138,573,4
43,138,571,4
44,138,571,4
45,138,569,4
46,138,568,4
47,138,566,4
48,138,564,4
49,138,564,4
50,138,558,4
51,138,556,4
52,138,556,4
53,138,552,4
54,138,549,4
55,138,545,4
56,138,543,4
57,138,510,4
58,138,489,4
59,138,495,4
60,138,438,4
61,138,439,4
62,138,427,4
63,139,416,4
64,139,408,4
65,139,408,4
66,139,408,4
67,139,407,4
68,139,399,4
69,139,407,4
70,139,388,4
71,139,397,4
72,139,382,4
73,139,397,4
74,139,394,4
75,139,392,4
76,139,398,4
77,139,387,4
78,139,392,4
79,139,371,4
80,139,370,4
81,139,358,4
82,139,367,4
83,139,345,4
84,139,336,4
85,139,334,4
86,139,329,4
87,139,330,4
88,139,317,4
89,139,330,4
90,139,301,4
91,139,311,4
92,139,286,4
93,139,301,4
94,139,285,4
95,139,284,4
96,139,281,4
97,139,269,4
98,139,281,4
99,139,254,4
100,139,284,4
101,139,240,4
102,139,264,4
103,139,213,4
104,139,254,4
105,139,295,4
106,139,252,4
107,139,304,4
108,139,248,4
109,139,342,4
110,139,247,4
111,139,342,4
112,139,251,4
113,139,346,4
114,139,341,4
115,139,357,4
116,139,358,4
117,139,370,4
118,139,371,4
119,139,388,4
120,139,391,4
121,139,396,4
122,139,402,4
123,139,401,4
124,139,396,4
125,139,408,4
126,139,398,4
127,139,409,4
128,139,409,4
129,139,399,4
130,139,409,4
131,139,406,4
132,139,408,4
133,139,416,4
134,139,407,4
135,139,419,4
136,139,407,4
137,139,406,4
138,139,418,4
139,139,409,4
140,139,408,4
141,139,409,4
142,139,406,4
143,139,412,4
144,139,402,4
145,139,406,4
146,139,400,4
147,139,396,4
148,139,398,4
149,139,407,4
150,139,412,4
151,139,408,4
152,139,409,4
153,139,414,4
154,139,409,4
155,140,409,4
156,139,409,4
157,139,409,4
158,139,409,4
159,139,408,4
160,139,408,4
161,139,405,4
162,139,409,4
163,139,409,4
164,139,409,4
165,139,409,4
166,139,409,4
167,139,409,4
168,138,416,4
169,139,409,4
170,139,408,4
171,139,408,4
172,138,405,4
173,139,409,4
174,139,408,4
175,139,408,4
176,139,409,4
177,139,408,4
178,139,408,4
179,139,399,4
180,139,405,4
181,139,400,4
182,139,403,4
183,139,398,4
184,139,409,4
185,139,404,4
186,139,400,4
187,140,399,4
188,139,409,4
189,139,386,4
190,138,392,4
191,139,400,4
192,139,387,4
193,138,392,4
194,139,382,4
195,138,383,4
196,139,376,4
197,139,375,4
198,138,371,4
199,139,356,4
200,139,347,4
201,139,348,4
202,139,336,4
203,139,344,4
204,139,327,4
205,139,336,4
206,139,306,4
207,139,317,4
208,138,285,4
209,139,306,4
210,139,282,4
211,139,281,4
212,139,278,4
213,139,275,4
214,139,273,4
215,139,267,4
216,139,272,4
217,139,262,4
218,139,261,4
219,139,255,4
220,139,249,4
221,139,256,4
222,139,238,4
223,139,234,4
224,140,238,4
225,139,222,4
226,139,225,4
227,139,171,4
228,139,216,4
229,139,146,4
230,139,144,4
231,139,141,4
232,139,129,4
233,139,129,4
234,139,109,4
235,139,132,4
236,139,99,4
237,139,104,4
238,139,76,4
239,139,88,4
240,139,47,4
241,138,62,4
242,139,31,4
243,138,29,4
246,233,0,4
247,270,90,4
248,233,9,4
249,270,95,4
250,233,92,4
251,233,113,4
252,233,96,4
253,233,119,4
254,233,98,4
255,232,125,4
256,233,1308,4
257,232,141,4
258,232,146,4
259,233,1303,4
260,232,150,4
261,232,1344,4
262,233,150,4
263,232,1353,4
264,232,141,4
265,232,1365,4
266,232,1289,4
267,232,1335,4
268,232,1299,4
269,232,1320,4
270,232,1284,4
271,232,1327,4
272,232,1283,4
273,233,1279,4
274,232,1269,4
275,232,1269,4
276,233,1258,4
281,233,8,4
282,232,8,4
283,232,873,4
284,232,873,4
285,233,874,4
286,232,857,4
287,232,849,4
288,232,845,4
289,232,840,4
290,232,843,4
291,232,834,4
292,232,81043,4
293,232,821,4
294,497,805,4
295,497,813,4
296,497,796,4
297,497,793,4
298,497,777,4
299,497,772,4
300,497,753,4
301,497,727,4
302,497,704,4
303,497,705,4
304,497,679,4
305,497,572,4
306,497,554,4
307,497,532,4
308,497,513,4
309,497,588,4
310,497,484,4
311,497,1152,4
312,497,660,4
313,497,62,4
314,497,640,4
315,497,48,4
316,497,642,4
317,497,618,4
318,497,615,4
319,497,604,4
320,497,616,4
321,497,653,4
322,497,636,4
323,497,663,4
324,497,665,4
325,497,688,4
326,497,688,4
327,497,704,4
328,497,726,4
329,497,743,4
330,497,762,4
331,497,774,4
332,497,883,4
333,497,907,4
334,497,905,4
335,497,926,4
336,497,932,4
337,497,941,4
338,497,964,4
339,497,968,4
340,497,983,4
341,497,985,4
342,497,989,4
343,497,1098,4
344,497,1009,4
345,497,1026,4
346,497,1047,4
347,497,1042,4
348,497,1059,4
349,497,1053,4
350,497,1063,4
351,497,1064,4
352,497,1066,4
353,497,1107,4
354,497,1079,4
355,497,1131,4
356,497,1110,4
357,497,1176,4
358,497,1177,4
359,497,1183,4
360,497,1204,4
361,497,1182,4
362,497,1214,4
363,497,1198,4
364,497,1222,4
365,497,1229,4
366,497,1226,4
367,497,1246,4
368,498,1250,4
369,497,1253,4
370,497,1263,4
371,497,1258,4
372,497,1263,4
373,497,1265,4
374,498,1266,4
375,497,1269,4
376,498,1268,4
377,497,1276,4
378,497,1268,4
379,497,1283,4
380,497,1276,4
381,497,1298,4
382,497,1299,4
383,497,1292,4
384,497,1329,4
385,497,1316,4
386,498,1330,4
387,497,1328,4
388,497,1328,4
389,497,1336,4
390,497,1358,4
391,497,1342,4
392,497,1364,4
393,497,1364,4
394,497,1369,4
395,497,1374,4
396,497,1368,4
397,497,1362,4
398,497,1390,4
399,497,1356,4
400,497,1352,4
401,497,1346,4
402,497,1360,4
403,497,1342,4
404,497,1364,4
405,498,1335,4
406,497,1367,4
407,497,1322,4
408,497,1366,4
409,497,1307,4
410,497,1348,4
411,497,1278,4
412,497,1258,4
413,497,1277,4
414,497,1278,4
415,497,1254,4
416,497,1277,4
417,497,1277,4
418,497,1292,4
419,497,1283,4
420,497,1298,4
421,497,1299,4
422,497,1298,4
423,497,1311,4
424,497,1289,4
425,497,1284,4
426,497,1262,4
427,497,1272,4
428,497,1256,4
429,497,1256,4
430,497,1235,4
431,497,1253,4
432,497,1230,4
433,497,1245,4
434,497,1222,4
435,497,1254,4
436,497,1216,4
437,497,1201,4
438,497,1204,4
439,497,1206,4
440,497,1195,4
441,497,1185,4
442,497,1168,4
443,497,1176,4
444,497,1156,4
445,497,1150,4
446,497,1136,4
447,497,1142,4
448,497,1129,4
449,497,1129,4
450,497,1119,4
451,497,1129,4
452,497,1101,4
453,497,1164,4
454,497,1105,4
455,497,1104,4
456,497,1106,4
457,497,1106,4
458,497,1085,4
459,497,1102,4
460,497,1080,4
461,498,1071,4
462,497,1076,4
463,497,1057,4
464,497,1052,4
465,497,1051,4
466,497,1042,4
467,497,1043,4
468,497,1034,4
469,498,1019,4
470,497,1019,4
471,497,1009,4
472,497,1008,4
473,497,1008,4
474,497,1006,4
475,497,1002,4
476,497,1002,4
477,497,998,4
478,497,986,4
479,497,976,4
480,497,967,4
481,498,954,4
482,497,956,4
483,497,943,4
484,497,936,4
485,498,926,4
486,497,916,4
487,497,910,4
488,497,906,4
489,497,908,4
490,497,890,4
491,497,884,4
492,498,875,4
493,498,875,4
494,498,856,4
495,498,844,4
496,498,843,4
497,498,836,4
498,498,829,4
499,498,825,4
500,498,815,4
501,498,812,4
502,498,809,4
503,498,797,4
504,499,794,4
505,499,784,4
506,499,778,4
507,498,774,4
508,499,747,4
509,498,753,4
510,499,742,4
511,499,736,4
512,500,727,4
513,501,719,4
514,500,693,4
515,500,683,4
516,500,655,4
517,500,638,4
518,500,622,4
519,500,612,4
1,434,694,5
2,434,693,5
3,434,691,5
4,434,689,5
5,434,689,5
6,434,689,5
7,434,685,5
8,434,683,5
9,434,681,5
10,434,681,5
11,434,676,5
12,434,674,5
13,434,672,5
14,434,669,5
15,434,666,5
16,434,665,5
17,434,658,5
18,434,656,5
19,434,652,5
20,434,647,5
21,434,644,5
22,434,642,5
23,434,639,5
24,434,635,5
25,434,634,5
26,434,632,5
27,434,620,5
28,434,628,5
29,434,624,5
30,434,622,5
31,434,618,5
32,434,615,5
33,435,617,5
34,435,613,5
35,435,611,5
36,435,611,5
37,435,609,5
38,435,604,5
39,435,604,5
40,435,603,5
41,435,603,5
42,435,602,5
43,435,603,5
44,435,502,5
45,435,503,5
46,435,599,5
47,435,597,5
48,435,595,5
49,435,596,5
50,435,590,5
51,435,586,5
52,435,583,5
53,435,581,5
54,435,576,5
55,435,574,5
56,435,573,5
57,435,571,5
58,435,569,5
59,435,568,5
60,435,567,5
61,435,564,5
62,435,562,5
63,435,557,5
64,435,554,5
65,435,551,5
66,435,553,5
67,435,546,5
68,435,547,5
69,435,538,5
70,435,544,5
71,435,536,5
